Sort method;Array type;Amount;Time;Operations
countingSort;fill0To4000;3100;138283;27501
heapSort;fill0To4000;3100;921503;536187
insertionSort;fill0To4000;3100;21313;27894
mergeSort;fill0To4000;3100;1478053;400296
quickSort;fill0To4000;3100;140396;82939
selectionSort;fill0To4000;3100;19148183;14432046
shellSortCiuraSequence;fill0To4000;3100;143633;120442
shellSortShellSequence;fill0To4000;3100;211966;155072
binaryInsertionSort;almostSorted;3100;743180;21696
bubbleSort;almostSorted;3100;20574213;28833099
bubbleSortIverson1;almostSorted;3100;13783;18605
bubbleSortIverson2;almostSorted;3100;26970;37202
countingSort;almostSorted;3100;91740;24807
heapSort;almostSorted;3100;886396;538042
insertionSort;almostSorted;3100;21470;27894
mergeSort;almostSorted;3100;1475253;400296
quickSort;almostSorted;3100;120326;80504
selectionSort;almostSorted;3100;19234236;14432046
shellSortCiuraSequence;almostSorted;3100;145250;120442
shellSortShellSequence;almostSorted;3100;214190;155072
binaryInsertionSort;backwardSorted;3100;1164300;21696
bubbleSort;backwardSorted;3100;20727753;28833099
bubbleSortIverson1;backwardSorted;3100;13720;18605
bubbleSortIverson2;backwardSorted;3100;26733;37202
countingSort;backwardSorted;3100;98243;27807
heapSort;backwardSorted;3100;891613;538042
insertionSort;backwardSorted;3100;21483;27894
mergeSort;backwardSorted;3100;1474096;400296
quickSort;backwardSorted;3100;119663;80504
selectionSort;backwardSorted;3100;19183513;14432046
shellSortCiuraSequence;backwardSorted;3100;144646;120442
shellSortShellSequence;backwardSorted;3100;214553;155072
binaryInsertionSort;fill0To5;3200;5091326;4114164
bubbleSort;fill0To5;3200;22020266;30723199
bubbleSortIverson1;fill0To5;3200;13953;19205
bubbleSortIverson2;fill0To5;3200;28650;38402
countingSort;fill0To5;3200;76520;16019
heapSort;fill0To5;3200;698173;415351
insertionSort;fill0To5;3200;22693;28794
mergeSort;fill0To5;3200;1522100;414512
quickSort;fill0To5;3200;240853;100743
selectionSort;fill0To5;3200;21320390;15377596
shellSortCiuraSequence;fill0To5;3200;149640;124642
shellSortShellSequence;fill0To5;3200;219656;160062
binaryInsertionSort;fill0To4000;3200;898473;27464
bubbleSort;fill0To4000;3200;22067003;30723199
bubbleSortIverson1;fill0To4000;3200;14423;19205
bubbleSortIverson2;fill0To4000;3200;27766;38402
countingSort;fill0To4000;3200;142393;27998
heapSort;fill0To4000;3200;930783;555805
insertionSort;fill0To4000;3200;22073;28794
mergeSort;fill0To4000;3200;1526563;414512
quickSort;fill0To4000;3200;145846;85910
selectionSort;fill0To4000;3200;20728530;15377596
shellSortCiuraSequence;fill0To4000;3200;148953;124642
shellSortShellSequence;fill0To4000;3200;221793;160062
binaryInsertionSort;almostSorted;3200;795710;22396
bubbleSort;almostSorted;3200;22028913;30723199
bubbleSortIverson1;almostSorted;3200;15170;19205
bubbleSortIverson2;almostSorted;3200;28140;38402
countingSort;almostSorted;3200;94950;25607
heapSort;almostSorted;3200;922743;557407
insertionSort;almostSorted;3200;22320;28794
mergeSort;almostSorted;3200;1532133;414512
quickSort;almostSorted;3200;123883;82704
selectionSort;almostSorted;3200;20502053;15377596
shellSortCiuraSequence;almostSorted;3200;149683;124642
shellSortShellSequence;almostSorted;3200;221336;160062
binaryInsertionSort;backwardSorted;3200;1277930;22396
bubbleSort;backwardSorted;3200;22038640;30723199
bubbleSortIverson1;backwardSorted;3200;13763;19205
bubbleSortIverson2;backwardSorted;3200;27826;38402
countingSort;backwardSorted;3200;100683;28307
heapSort;backwardSorted;3200;919646;557407
insertionSort;backwardSorted;3200;22163;28794
mergeSort;backwardSorted;3200;1516170;414512
quickSort;backwardSorted;3200;123283;82704
selectionSort;backwardSorted;3200;20490966;15377596
shellSortCiuraSequence;backwardSorted;3200;151350;124642
shellSortShellSequence;backwardSorted;3200;221410;160062
binaryInsertionSort;fill0To5;3300;5399936;4377324
bubbleSort;fill0To5;3300;23420163;32673299
bubbleSortIverson1;fill0To5;3300;14323;19805
bubbleSortIverson2;fill0To5;3300;28456;39602
countingSort;fill0To5;3300;78143;16519
heapSort;fill0To5;3300;721543;429667
insertionSort;fill0To5;3300;22873;29694
mergeSort;fill0To5;3300;1568690;428696
quickSort;fill0To5;3300;246640;104032
selectionSort;fill0To5;3300;21802150;16353146
shellSortCiuraSequence;fill0To5;3300;161943;128970
shellSortShellSequence;fill0To5;3300;226723;165077
binaryInsertionSort;fill0To4000;3300;944723;28736
bubbleSort;fill0To4000;3300;23695163;32673299
bubbleSortIverson1;fill0To4000;3300;14366;19805
bubbleSortIverson2;fill0To4000;3300;28976;39602
countingSort;fill0To4000;3300;146556;28504
heapSort;fill0To4000;3300;967466;575132
insertionSort;fill0To4000;3300;23133;29694
mergeSort;fill0To4000;3300;1578800;428696
quickSort;fill0To4000;3300;152833;88983
selectionSort;fill0To4000;3300;21812770;16353146
shellSortCiuraSequence;fill0To4000;3300;155143;128970
shellSortShellSequence;fill0To4000;3300;227900;165077
binaryInsertionSort;almostSorted;3300;820910;23096
bubbleSort;almostSorted;3300;23468526;32673299
bubbleSortIverson1;almostSorted;3300;14316;19805
bubbleSortIverson2;almostSorted;3300;28393;39602
countingSort;almostSorted;3300;97870;26407
heapSort;almostSorted;3300;952263;576535
insertionSort;almostSorted;3300;22980;29694
mergeSort;almostSorted;3300;1573903;428696
quickSort;almostSorted;3300;125600;84904
selectionSort;almostSorted;3300;21789986;16353146
shellSortCiuraSequence;almostSorted;3300;183163;128970
shellSortShellSequence;almostSorted;3300;226476;165077
binaryInsertionSort;backwardSorted;3300;1288720;23096
bubbleSort;backwardSorted;3300;23454543;32673299
bubbleSortIverson1;backwardSorted;3300;14603;19805
bubbleSortIverson2;backwardSorted;3300;28390;39602
countingSort;backwardSorted;3300;103100;28807
heapSort;backwardSorted;3300;951583;576535
insertionSort;backwardSorted;3300;22920;29694
mergeSort;backwardSorted;3300;1568026;428696
quickSort;backwardSorted;3300;124876;84904
selectionSort;backwardSorted;3300;21769593;16353146
shellSortCiuraSequence;backwardSorted;3300;156656;128970
shellSortShellSequence;backwardSorted;3300;227523;165077
binaryInsertionSort;fill0To5;3400;5785196;4652280
bubbleSort;fill0To5;3400;24853410;34683399
bubbleSortIverson1;fill0To5;3400;14660;20405
bubbleSortIverson2;fill0To5;3400;29250;40802
countingSort;fill0To5;3400;80183;17019
heapSort;fill0To5;3400;799090;447392
insertionSort;fill0To5;3400;23386;30594
mergeSort;fill0To5;3400;1615503;442852
quickSort;fill0To5;3400;256403;107370
selectionSort;fill0To5;3400;23130763;17358696
shellSortCiuraSequence;fill0To5;3400;223310;133770
shellSortShellSequence;fill0To5;3400;381510;170072
binaryInsertionSort;fill0To4000;3400;985906;29732
bubbleSort;fill0To4000;3400;24858926;34683399
bubbleSortIverson1;fill0To4000;3400;14686;20405
bubbleSortIverson2;fill0To4000;3400;29360;40802
countingSort;fill0To4000;3400;149600;29004
heapSort;fill0To4000;3400;990220;593731
insertionSort;fill0To4000;3400;23613;30594
mergeSort;fill0To4000;3400;1615360;442852
quickSort;fill0To4000;3400;156676;91953
selectionSort;fill0To4000;3400;23045503;17358696
shellSortCiuraSequence;fill0To4000;3400;159803;133770
shellSortShellSequence;fill0To4000;3400;235003;170072
binaryInsertionSort;almostSorted;3400;841593;23796
bubbleSort;almostSorted;3400;24811416;34683399
bubbleSortIverson1;almostSorted;3400;15250;20405
bubbleSortIverson2;almostSorted;3400;29590;40802
countingSort;almostSorted;3400;118620;27207
heapSort;almostSorted;3400;987113;596309
insertionSort;almostSorted;3400;26020;30594
mergeSort;almostSorted;3400;1621506;442852
quickSort;almostSorted;3400;128663;87104
selectionSort;almostSorted;3400;23124293;17358696
shellSortCiuraSequence;almostSorted;3400;160376;133770
shellSortShellSequence;almostSorted;3400;233690;170072
binaryInsertionSort;backwardSorted;3400;1353966;23796
bubbleSort;backwardSorted;3400;24777070;34683399
bubbleSortIverson1;backwardSorted;3400;15103;20405
bubbleSortIverson2;backwardSorted;3400;29640;40802
countingSort;backwardSorted;3400;104863;29307
heapSort;backwardSorted;3400;983326;596309
insertionSort;backwardSorted;3400;23626;30594
mergeSort;backwardSorted;3400;1619266;442852
quickSort;backwardSorted;3400;127736;87104
selectionSort;backwardSorted;3400;23087103;17358696
shellSortCiuraSequence;backwardSorted;3400;160263;133770
shellSortShellSequence;backwardSorted;3400;234446;170072
binaryInsertionSort;fill0To5;3500;5992753;4919508
bubbleSort;fill0To5;3500;26267683;36753499
bubbleSortIverson1;fill0To5;3500;15210;21005
bubbleSortIverson2;fill0To5;3500;30100;42002
countingSort;fill0To5;3500;82993;17519
heapSort;fill0To5;3500;770950;460781
insertionSort;fill0To5;3500;24176;31494
mergeSort;fill0To5;3500;1657036;456960
quickSort;fill0To5;3500;271256;109456
selectionSort;fill0To5;3500;24628796;18394246
shellSortCiuraSequence;fill0To5;3500;165890;138570
shellSortShellSequence;fill0To5;3500;240270;175082
binaryInsertionSort;fill0To4000;3500;1010316;30724
bubbleSort;fill0To4000;3500;26301553;36753499
bubbleSortIverson1;fill0To4000;3500;15316;21005
bubbleSortIverson2;fill0To4000;3500;30103;42002
countingSort;fill0To4000;3500;151723;29504
heapSort;fill0To4000;3500;1029316;612989
insertionSort;fill0To4000;3500;25223;31494
mergeSort;fill0To4000;3500;1675663;456960
quickSort;fill0To4000;3500;161693;94800
selectionSort;fill0To4000;3500;24481340;18394246
shellSortCiuraSequence;fill0To4000;3500;181423;138570
shellSortShellSequence;fill0To4000;3500;247346;175082
binaryInsertionSort;almostSorted;3500;898986;24496
bubbleSort;almostSorted;3500;26260260;36753499
bubbleSortIverson1;almostSorted;3500;15866;21005
bubbleSortIverson2;almostSorted;3500;30130;42002
countingSort;almostSorted;3500;103570;28007
heapSort;almostSorted;3500;1010460;615676
insertionSort;almostSorted;3500;24103;31494
mergeSort;almostSorted;3500;1663050;456960
quickSort;almostSorted;3500;130723;89304
selectionSort;almostSorted;3500;24507870;18394246
shellSortCiuraSequence;almostSorted;3500;165916;138570
shellSortShellSequence;almostSorted;3500;239823;175082
binaryInsertionSort;backwardSorted;3500;1411756;24496
bubbleSort;backwardSorted;3500;26252990;36753499
bubbleSortIverson1;backwardSorted;3500;15633;21005
bubbleSortIverson2;backwardSorted;3500;30400;42002
countingSort;backwardSorted;3500;108026;29807
heapSort;backwardSorted;3500;1015023;615676
insertionSort;backwardSorted;3500;24223;31494
mergeSort;backwardSorted;3500;1658173;456960
quickSort;backwardSorted;3500;130523;89304
selectionSort;backwardSorted;3500;24485920;18394246
shellSortCiuraSequence;backwardSorted;3500;166313;138570
shellSortShellSequence;backwardSorted;3500;240683;175082
binaryInsertionSort;fill0To5;3600;6343343;5208688
bubbleSort;fill0To5;3600;27876623;38883599
bubbleSortIverson1;fill0To5;3600;15660;21605
bubbleSortIverson2;fill0To5;3600;31240;43202
countingSort;fill0To5;3600;85203;18019
heapSort;fill0To5;3600;792033;470274
insertionSort;fill0To5;3600;25150;32394
mergeSort;fill0To5;3600;1754576;471008
quickSort;fill0To5;3600;302366;112122
selectionSort;fill0To5;3600;25827426;19459796
shellSortCiuraSequence;fill0To5;3600;171103;143370
shellSortShellSequence;fill0To5;3600;246626;180067
binaryInsertionSort;fill0To4000;3600;1075816;31592
bubbleSort;fill0To4000;3600;27778136;38883599
bubbleSortIverson1;fill0To4000;3600;15656;21605
bubbleSortIverson2;fill0To4000;3600;31073;43202
countingSort;fill0To4000;3600;155993;30004
heapSort;fill0To4000;3600;1053003;632839
insertionSort;fill0To4000;3600;24930;32394
mergeSort;fill0To4000;3600;1706026;471008
quickSort;fill0To4000;3600;166413;97670
selectionSort;fill0To4000;3600;25845586;19459796
shellSortCiuraSequence;fill0To4000;3600;172006;143370
shellSortShellSequence;fill0To4000;3600;246500;180067
binaryInsertionSort;almostSorted;3600;918090;25196
bubbleSort;almostSorted;3600;27931640;38883599
bubbleSortIverson1;almostSorted;3600;15843;21605
bubbleSortIverson2;almostSorted;3600;31160;43202
countingSort;almostSorted;3600;106666;28807
heapSort;almostSorted;3600;1052716;635332
insertionSort;almostSorted;3600;25083;32394
mergeSort;almostSorted;3600;1719173;471008
quickSort;almostSorted;3600;133836;91504
selectionSort;almostSorted;3600;25923916;19459796
shellSortCiuraSequence;almostSorted;3600;170863;143370
shellSortShellSequence;almostSorted;3600;248100;180067
binaryInsertionSort;backwardSorted;3600;1478693;25196
bubbleSort;backwardSorted;3600;27770730;38883599
bubbleSortIverson1;backwardSorted;3600;15820;21605
bubbleSortIverson2;backwardSorted;3600;31150;43202
countingSort;backwardSorted;3600;110600;30307
heapSort;backwardSorted;3600;1053566;635332
insertionSort;backwardSorted;3600;25083;32394
mergeSort;backwardSorted;3600;1708403;471008
quickSort;backwardSorted;3600;134656;91504
selectionSort;backwardSorted;3600;25823883;19459796
shellSortCiuraSequence;backwardSorted;3600;172170;143370
shellSortShellSequence;backwardSorted;3600;247680;180067
binaryInsertionSort;fill0To5;3700;6649943;5501056
bubbleSort;fill0To5;3700;29354403;41073699
bubbleSortIverson1;fill0To5;3700;15836;22205
bubbleSortIverson2;fill0To5;3700;32230;44402
countingSort;fill0To5;3700;87520;18519
heapSort;fill0To5;3700;817886;486218
insertionSort;fill0To5;3700;25916;33294
mergeSort;fill0To5;3700;1765643;485156
quickSort;fill0To5;3700;276373;115589
selectionSort;fill0To5;3700;27338253;20555346
shellSortCiuraSequence;fill0To5;3700;176776;148170
shellSortShellSequence;fill0To5;3700;254796;185082
binaryInsertionSort;fill0To4000;3700;1107823;32864
bubbleSort;fill0To4000;3700;29519560;41073699
bubbleSortIverson1;fill0To4000;3700;15946;22205
bubbleSortIverson2;fill0To4000;3700;31810;44402
countingSort;fill0To4000;3700;157333;30504
heapSort;fill0To4000;3700;1088456;652221
insertionSort;fill0To4000;3700;25633;33294
mergeSort;fill0To4000;3700;1806136;485156
quickSort;fill0To4000;3700;173393;101110
selectionSort;fill0To4000;3700;27262303;20555346
shellSortCiuraSequence;fill0To4000;3700;177323;148170
shellSortShellSequence;fill0To4000;3700;254240;185082
binaryInsertionSort;almostSorted;3700;956360;25896
bubbleSort;almostSorted;3700;29611633;41073699
bubbleSortIverson1;almostSorted;3700;16100;22205
bubbleSortIverson2;almostSorted;3700;32400;44402
countingSort;almostSorted;3700;109213;29607
heapSort;almostSorted;3700;1075460;654625
insertionSort;almostSorted;3700;26216;33294
mergeSort;almostSorted;3700;1773970;485156
quickSort;almostSorted;3700;137166;93704
selectionSort;almostSorted;3700;27277793;20555346
shellSortCiuraSequence;almostSorted;3700;176876;148170
shellSortShellSequence;almostSorted;3700;255800;185082
binaryInsertionSort;backwardSorted;3700;1592623;25896
bubbleSort;backwardSorted;3700;29312493;41073699
bubbleSortIverson1;backwardSorted;3700;15963;22205
bubbleSortIverson2;backwardSorted;3700;31790;44402
countingSort;backwardSorted;3700;112966;30807
heapSort;backwardSorted;3700;1075176;654625
insertionSort;backwardSorted;3700;25610;33294
mergeSort;backwardSorted;3700;1769463;485156
quickSort;backwardSorted;3700;138373;93704
selectionSort;backwardSorted;3700;27328676;20555346
shellSortCiuraSequence;backwardSorted;3700;185063;148170
shellSortShellSequence;backwardSorted;3700;253986;185082
binaryInsertionSort;fill0To5;3800;7010350;5797628
bubbleSort;fill0To5;3800;30932366;43323799
bubbleSortIverson1;fill0To5;3800;16326;22805
bubbleSortIverson2;fill0To5;3800;32773;45602
countingSort;fill0To5;3800;91256;19019
heapSort;fill0To5;3800;840146;499750
insertionSort;fill0To5;3800;26156;34194
mergeSort;fill0To5;3800;1810873;499236
quickSort;fill0To5;3800;289710;119181
selectionSort;fill0To5;3800;28802756;21680896
shellSortCiuraSequence;fill0To5;3800;183420;152970
shellSortShellSequence;fill0To5;3800;262380;190082
binaryInsertionSort;fill0To4000;3800;1158213;33568
bubbleSort;fill0To4000;3800;31308240;43323799
bubbleSortIverson1;fill0To4000;3800;16470;22805
bubbleSortIverson2;fill0To4000;3800;32976;45602
countingSort;fill0To4000;3800;161660;31004
heapSort;fill0To4000;3800;1124650;671039
insertionSort;fill0To4000;3800;26583;34194
mergeSort;fill0To4000;3800;1816710;499236
quickSort;fill0To4000;3800;178520;104100
selectionSort;fill0To4000;3800;28771036;21680896
shellSortCiuraSequence;fill0To4000;3800;184236;152970
shellSortShellSequence;fill0To4000;3800;261516;190082
binaryInsertionSort;almostSorted;3800;1000143;26596
bubbleSort;almostSorted;3800;31018413;43323799
bubbleSortIverson1;almostSorted;3800;16530;22805
bubbleSortIverson2;almostSorted;3800;32760;45602
countingSort;almostSorted;3800;112766;30407
heapSort;almostSorted;3800;1109750;674148
insertionSort;almostSorted;3800;26126;34194
mergeSort;almostSorted;3800;1846770;499236
quickSort;almostSorted;3800;141390;95904
selectionSort;almostSorted;3800;28929353;21680896
shellSortCiuraSequence;almostSorted;3800;184936;152970
shellSortShellSequence;almostSorted;3800;262006;190082
binaryInsertionSort;backwardSorted;3800;1617100;26596
bubbleSort;backwardSorted;3800;30974063;43323799
bubbleSortIverson1;backwardSorted;3800;16473;22805
bubbleSortIverson2;backwardSorted;3800;32756;45602
countingSort;backwardSorted;3800;114560;31307
heapSort;backwardSorted;3800;1111860;674148
insertionSort;backwardSorted;3800;26350;34194
mergeSort;backwardSorted;3800;1811086;499236
quickSort;backwardSorted;3800;139160;95904
selectionSort;backwardSorted;3800;28759000;21680896
shellSortCiuraSequence;backwardSorted;3800;183503;152970
shellSortShellSequence;backwardSorted;3800;261973;190082
binaryInsertionSort;fill0To5;3900;7381390;6116052
bubbleSort;fill0To5;3900;32632760;45633899
bubbleSortIverson1;fill0To5;3900;17043;23405
bubbleSortIverson2;fill0To5;3900;33536;46802
countingSort;fill0To5;3900;91723;19519
heapSort;fill0To5;3900;929593;515789
insertionSort;fill0To5;3900;27043;35094
mergeSort;fill0To5;3900;1866313;513284
quickSort;fill0To5;3900;297453;122700
selectionSort;fill0To5;3900;30379660;22836446
shellSortCiuraSequence;fill0To5;3900;188613;157770
shellSortShellSequence;fill0To5;3900;267666;195087
binaryInsertionSort;fill0To4000;3900;1189916;34744
bubbleSort;fill0To4000;3900;32639880;45633899
bubbleSortIverson1;fill0To4000;3900;16773;23405
bubbleSortIverson2;fill0To4000;3900;33633;46802
countingSort;fill0To4000;3900;164483;31504
heapSort;fill0To4000;3900;1151966;690811
insertionSort;fill0To4000;3900;26930;35094
mergeSort;fill0To4000;3900;1857316;513284
quickSort;fill0To4000;3900;184403;107141
selectionSort;fill0To4000;3900;30600913;22836446
shellSortCiuraSequence;fill0To4000;3900;189366;157770
shellSortShellSequence;fill0To4000;3900;267733;195087
binaryInsertionSort;almostSorted;3900;1036770;27296
bubbleSort;almostSorted;3900;32653463;45633899
bubbleSortIverson1;almostSorted;3900;16966;23405
bubbleSortIverson2;almostSorted;3900;33500;46802
countingSort;almostSorted;3900;115296;31207
heapSort;almostSorted;3900;1138666;693479
insertionSort;almostSorted;3900;27346;35094
mergeSort;almostSorted;3900;1851683;513284
quickSort;almostSorted;3900;142533;98104
selectionSort;almostSorted;3900;30304350;22836446
shellSortCiuraSequence;almostSorted;3900;189263;157770
shellSortShellSequence;almostSorted;3900;267370;195087
binaryInsertionSort;backwardSorted;3900;1683033;27296
bubbleSort;backwardSorted;3900;32648913;45633899
bubbleSortIverson1;backwardSorted;3900;16953;23405
bubbleSortIverson2;backwardSorted;3900;33510;46802
countingSort;backwardSorted;3900;118850;31807
heapSort;backwardSorted;3900;1138010;693479
insertionSort;backwardSorted;3900;26816;35094
mergeSort;backwardSorted;3900;1853060;513284
quickSort;backwardSorted;3900;152720;98104
selectionSort;backwardSorted;3900;30314066;22836446
shellSortCiuraSequence;backwardSorted;3900;188606;157770
shellSortShellSequence;backwardSorted;3900;268613;195087
binaryInsertionSort;fill0To5;4000;7900136;6425664
bubbleSort;fill0To5;4000;34251623;48003999
bubbleSortIverson1;fill0To5;4000;17386;24005
bubbleSortIverson2;fill0To5;4000;39676;48002
countingSort;fill0To5;4000;124340;20019
heapSort;fill0To5;4000;889420;531166
insertionSort;fill0To5;4000;28290;35994
mergeSort;fill0To5;4000;1912473;527296
quickSort;fill0To5;4000;310983;127348
selectionSort;fill0To5;4000;31872003;24021996
shellSortCiuraSequence;fill0To5;4000;194566;162570
shellSortShellSequence;fill0To5;4000;274406;200077
binaryInsertionSort;fill0To4000;4000;1235896;36248
bubbleSort;fill0To4000;4000;34250346;48003999
bubbleSortIverson1;fill0To4000;4000;17370;24005
bubbleSortIverson2;fill0To4000;4000;34300;48002
countingSort;fill0To4000;4000;167573;32001
heapSort;fill0To4000;4000;1182776;710312
insertionSort;fill0To4000;4000;27663;35994
mergeSort;fill0To4000;4000;1905240;527296
quickSort;fill0To4000;4000;190056;110294
selectionSort;fill0To4000;4000;31860506;24021996
shellSortCiuraSequence;fill0To4000;4000;194680;162570
shellSortShellSequence;fill0To4000;4000;274076;200077
binaryInsertionSort;almostSorted;4000;1062233;27996
bubbleSort;almostSorted;4000;34319970;48003999
bubbleSortIverson1;almostSorted;4000;17096;24005
bubbleSortIverson2;almostSorted;4000;34966;48002
countingSort;almostSorted;4000;120586;32007
heapSort;almostSorted;4000;1176156;713379
insertionSort;almostSorted;4000;27723;35994
mergeSort;almostSorted;4000;1920773;527296
quickSort;almostSorted;4000;146596;100304
selectionSort;almostSorted;4000;31999800;24021996
shellSortCiuraSequence;almostSorted;4000;194503;162570
shellSortShellSequence;almostSorted;4000;273610;200077
binaryInsertionSort;backwardSorted;4000;1757516;27996
bubbleSort;backwardSorted;4000;34581373;48003999
bubbleSortIverson1;backwardSorted;4000;17440;24005
bubbleSortIverson2;backwardSorted;4000;34883;48002
countingSort;backwardSorted;4000;119743;32307
heapSort;backwardSorted;4000;1173333;713379
insertionSort;backwardSorted;4000;27723;35994
mergeSort;backwardSorted;4000;1942133;527296
quickSort;backwardSorted;4000;145100;100304
selectionSort;backwardSorted;4000;31905780;24021996
shellSortCiuraSequence;backwardSorted;4000;193910;162570
shellSortShellSequence;backwardSorted;4000;274973;200077
binaryInsertionSort;fill0To5;4100;8116193;6747764
bubbleSort;fill0To5;4100;36217006;50434099
bubbleSortIverson1;fill0To5;4100;17813;24605
bubbleSortIverson2;fill0To5;4100;35253;49202
countingSort;fill0To5;4100;96436;20519
heapSort;fill0To5;4100;907800;541284
insertionSort;fill0To5;4100;28333;36894
mergeSort;fill0To5;4100;1949313;541280
quickSort;fill0To5;4100;317070;130106
selectionSort;fill0To5;4100;33583100;25237546
shellSortCiuraSequence;fill0To5;4100;199666;167370
shellSortShellSequence;fill0To5;4100;310206;225561
binaryInsertionSort;fill0To4000;4100;1288210;37352
bubbleSort;fill0To4000;4100;36031220;50434099
bubbleSortIverson1;fill0To4000;4100;17640;24605
bubbleSortIverson2;fill0To4000;4100;35556;49202
countingSort;fill0To4000;4100;171180;32504
heapSort;fill0To4000;4100;1222300;730027
insertionSort;fill0To4000;4100;29026;36894
mergeSort;fill0To4000;4100;1946373;541280
quickSort;fill0To4000;4100;197926;113427
selectionSort;fill0To4000;4100;33514400;25237546
shellSortCiuraSequence;fill0To4000;4100;199940;167370
shellSortShellSequence;fill0To4000;4100;309176;225561
binaryInsertionSort;almostSorted;4100;1102533;28696
bubbleSort;almostSorted;4100;36089326;50434099
bubbleSortIverson1;almostSorted;4100;17956;24605
bubbleSortIverson2;almostSorted;4100;35576;49202
countingSort;almostSorted;4100;121803;32807
heapSort;almostSorted;4100;1204553;732804
insertionSort;almostSorted;4100;29420;36894
mergeSort;almostSorted;4100;1955190;541280
quickSort;almostSorted;4100;149373;102564
selectionSort;almostSorted;4100;33700283;25237546
shellSortCiuraSequence;almostSorted;4100;199326;167370
shellSortShellSequence;almostSorted;4100;309646;225561
binaryInsertionSort;backwardSorted;4100;1833360;28696
bubbleSort;backwardSorted;4100;35992293;50434099
bubbleSortIverson1;backwardSorted;4100;17973;24605
bubbleSortIverson2;backwardSorted;4100;35310;49202
countingSort;backwardSorted;4100;123453;32807
heapSort;backwardSorted;4100;1211680;732804
insertionSort;backwardSorted;4100;28406;36894
mergeSort;backwardSorted;4100;1962076;541280
quickSort;backwardSorted;4100;149513;102564
selectionSort;backwardSorted;4100;33652186;25237546
shellSortCiuraSequence;backwardSorted;4100;200896;167370
shellSortShellSequence;backwardSorted;4100;313710;225561
